country,iso2code,country_year,year_election,election_date,election_type,source_type,source_name,title_art,date_art,page_art,section_art,words_art,sentence,type_cs,subject_function,subject_party,subject_individual,direction,object_function,object_party,object_individual,issue_cat,issue_subcat,party_id,party_name,party_name_short,vote_share,seats,seats_total,cmp,euprofiler,ees,castles_mair,huber_inglehart,ray,benoit_laver,chess
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,Tory lead cut to five points as Corbyn closes in on May,26/05/2017,"1,2",News,873.0,when David Cameron was prime minister at the height of his party's infighting over the European Union referendum.,actor-issue,Nat. political party,Conservatives,,1.0,,,,europe,deepening (general),773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),LEND MAY YOUR X,28/04/2017,"8,9",News,561.0,"Hitting out at Labour and the Lib Dems for threatening a ""coalition of chaos"" against Brexit,",actor-actor,Nat. executive/government,Conservatives,Theresa May,-1.0,Nat. political party,Liberal Democrats,,not attachable,,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,May accused of dodging TV showdowns,19/04/2017,5,News,994.0,"In the Commons, however, David Lidington, leader of the House, appeared to go off message when he said that voters would be ""fascinated to see the outcome"" of a head-to-head between Mrs May and Mr Corbyn.",actor-issue,Nat. political party,Conservatives,David Lidington,,,,,not attachable,,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),SNP in Le Pen 'n' ink,16/05/2017,2,News,83.0,"In a speech in London last night, she accused the SNP of obsessing with ""identity politics"" to fuel division.",actor-issue,Nat. political party,Conservatives,Ruth Davidson,-1.0,,,,nationalism,nationalism,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),PRET'S IN A PICKLE,08/05/2017,6,News,301.0,THE Home Secretary yesterday vowed to push big chains like Pret a Manger to hire more British workers.,actor-issue,Nat. political party,Conservatives,Amber Rudd,1.0,,,,nationalism,nationalism,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),PRET'S IN A PICKLE,08/05/2017,6,News,301.0,"Ms Rudd said: ""I'd quite like them to make more of an effort to recruit in the UK.",actor-issue,Nat. political party,Conservatives,Amber Rudd,1.0,,,,nationalism,nationalism,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),Rudd 'not sure' if all files can be saved,14/05/2017,9,News,318.0,"Labour's Shadow Health Secretary Jonathan Ashworth said there was ""a serious Tory failing to take cyber security seriously"", adding: ""The Government must be held to account.""",actor-issue,Nat. executive/government,Conservatives,,-1.0,,,,security,security (general),773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,Sturgeon attacks 'rape clause',21/04/2017,12,News,271.0,"Ms Davidson was greeted with calls of ""shame, shame"" at Holyrood when she refused to condemn the ""rape clause"" recently brought in by the government.",actor-issue,Nat. executive/government,Conservatives,,1.0,,,,security,security (general),773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,Sturgeon attacks 'rape clause',21/04/2017,12,News,271.0,"Ms Davidson was greeted with calls of ""shame, shame"" at Holyrood when she refused to condemn the ""rape clause"" recently brought in by the government.",actor-issue,Subnat. political party,Conservatives,Ruth Davidson,1.0,,,,security,security (general),773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),WE'LL BLAST ASSAD,04/05/2017,6,News,138.0,Her move will give free rein to military action against Bashar al-Assad's troops if they commit another gas attack.,actor-issue,Nat. executive/government,Conservatives,Theresa May,1.0,,,,defense,military intervention,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,"Twitter must help fight terror, says May",27/04/2017,2,News,419.0,"Twitter must help fight terror, says May",actor-issue,Nat. executive/government,Conservatives,Theresa May,1.0,,,,security,terrorism,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,Army fights for future as pledge on troop numbers is abandoned,03/06/2017,4,News,632.0,"Officers are preparing to reduce the size of the army to as little as 65,000 after the Conservatives dropped a pledge to maintain the force at its target of 82,000, The Times understands.",actor-issue,Nat. political party,Conservatives,,-1.0,,,,defense,defense (general),773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),PENSION AND TAX LOCK TO GET AXE,18/05/2017,8,News,362.0,"But as both Labour and the Lib Dems have already committed to keeping the triple lock, the PM's bold move will ignite a furious row.",actor-issue,Nat. political party,Conservatives,Theresa May,-1.0,,,,welfare,retirement,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,Pledge to act against non-violent Islamists surprises Tory figures,07/06/2017,13,News,649.0,Members of David Cameron's administration have expressed surprise at Theresa May's vow to crack down on non-violent extremism and suggested that she opposed similar efforts while she was home secretary.,actor-actor,Nat. political party,Conservatives,,-1.0,Nat. political party,Conservatives,Theresa May,security,terrorism,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),BLAIR SWITCH PROJECT,02/05/2017,"8,9",News,735.0,"The PM told The Sun: ""What I'm interested in is Conservative voices of the future, not Labour voices of the past.""",actor-actor,Nat. executive/government,Conservatives,Theresa May,-1.0,Nat. executive/government,"PM, former",Tony Blair,not attachable,,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,May takes on the right with commitment to foreign aid,22/04/2017,"6,7",News,796.0,Theresa May has faced down the right of her party,actor-actor,Nat. executive/government,Conservatives,Theresa May,-1.0,Nat. political party,"Conservative Party, right wing",,cultlib,international solidarity,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,"Prosecute jihadists where they are caught, says May",27/05/2017,6,News,348.0,"Britons fighting for Islamic State should be prosecuted in the countries in which they are caught rather than be returned to this country, Theresa May told the G7 summit yesterday.",actor-issue,Nat. executive/government,Conservatives,Theresa May,1.0,,,,security,terrorism,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),MAY'S HATE SQUAD,28/05/2017,2,News,351.0,PM CRACKS DOWN ON TERROR,actor-issue,Nat. political party,Conservatives,Theresa May,1.0,,,,security,terrorism,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,May urged to confront Trump over Paris climate accord talks,03/06/2017,2,News,599.0,"Mrs May said that she had told Mr Trump of her ""disappointment"" at his decision to withdraw the US from the deal and dismissed claims that she was subservient to the American president.",actor-actor,Nat. political party,Conservatives,Theresa May,-1.0,Foreign executive/gov.,Republican Party,Donald Trump,env,environment (general),773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),Billions in waste to be halted,19/05/2017,9,News,152.0,Tories hailed The Sun which has long called for an overhaul.,actor-actor,Nat. political party,Conservatives,,1.0,Nat. business actors,The Sun,,cultlib,international solidarity,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,Labour pledge forces Tories to reconsider pension lock,26/04/2017,"8,9",News,429.0,"""It's a matter of pretty intense debate about whether to include it in the manifesto,"" one senior figure said.",actor-issue,Nat. political party,Conservatives,,0.5,,,,welfare,retirement,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),FACEBOOK OF FIENDS,26/05/2017,"10,11",News,558.0,The Prime Minister will warn IS is rapidly expanding its web operations encouraging deadly attacks on the West.,actor-issue,Nat. political party,Conservatives,Theresa May,1.0,,,,security,terrorism,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,Grassroots rebellion after Tory chiefs impose candidates,03/05/2017,8,News,890.0,"They were not given a choice after deciding last Sunday to reject a two-person shortlist which featured Ms Robson and Dan Boucher, a former Welsh assembly candidate who lives in Swansea.",actor-actor,Subnat. political party,Conservatives,local activists in Wales and Midlands,1.0,Subnat. political party,Conservative Party,Dan Boucher,not attachable,,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),Veterans slam Jez call over Falklands,21/05/2017,10,News,143.0,"Defence Secretary Michael Fallon added: ""The choice facing voters is Theresa May or a man whose own MPs don't think would have defended Britain against a foreign invader.""",actor-actor,Nat. political party,Conservatives,Michael Fallon,-1.0,Nat. political party,Labour,,region,regionalism,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,Defeat looms as Welsh desert Labour,25/04/2017,8,News,614.0,she will say that its political leaders failed to heed the referendum's lesson.,actor-actor,Nat. executive/government,Conservatives,Theresa May,-1.0,Subnat. political party,Plaid Cymru,,not attachable,,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),WHITE VAN MANIFESTO,05/05/2017,16,News,236.0,THERESA May was yesterday urged to rule out a tax raid on White Van Man for the next five years.,actor-issue,Nat. executive/government,Conservatives,Theresa May,-1.0,,,,welfare,poverty,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),DRIVERS FAILED BY DIESEL SCRAPPAGE,06/05/2017,8,News,319.0,"MINISTERS have been accused of betraying motorists by considering a scrappage scheme for only 9,000 diesel cars.",actor-issue,Nat. executive/government,Conservatives,,1.0,,,,env,environment (general),773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,fact checker,05/05/2017,"20,21",News,263.0,"The Conservatives have accused Labour of storing up a ¬£45 billion tax and spend ""bombshell"".",actor-actor,Nat. political party,Conservatives,,-1.0,Nat. political party,Labour,,ecolib,budget other,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,"Twitter must help fight terror, says May",27/04/2017,2,News,419.0,We are in talks with Twitter about getting access to this information.,actor-issue,Nat. executive/government,Conservatives,,1.0,,,,security,security (general),773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),PM blast at Twitter in terror data row,27/04/2017,16,News,130.0,THERESA May has blasted Twitter for not doing enough in the fight against terror after it blocked MI5's access to its data streams.,actor-issue,Nat. executive/government,Conservatives,Theresa May,1.0,,,,security,security (general),773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),YOU'RE OUT OF BORDER,21/04/2017,"10,11",News,655.0,"""As the Prime Minister said yesterday, we are committed to reducing net migration to sustainable levels.",actor-actor,Nat. executive/government,Conservatives,Karen Bradley,1.0,Nat. executive/government,PM,Theresa May,immig,immigration,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),BORIS OPENS UP RIFT OVER SYRIA,28/04/2017,2,News,129.0,A FRESH rift erupted over Syria between Theresa May and Boris Johnson last night as the PM refused to back his pledge to join the US in air strikes.,actor-issue,Nat. executive/government,Conservatives,Theresa May,1.0,,,,defense,military intervention,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),Osborne care blast,28/05/2017,2,News,89.0,"Days earlier she promised a £100,000 ""floor"" for the elderly.",actor-issue,Nat. executive/government,Conservatives,Theresa May,-1.0,,,,welfare,poverty,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,May pledges new vote on foxhunting,10/05/2017,"1,2",News,605.0,"The prime minister said that she had ""always been in favour of foxhunting"" after a Conservative peer claimed that a Tory majority of 50 after the general election, considered by pollsters to be easily within reach, could be enough to overturn the Hunting Act.",actor-issue,Nat. executive/government,Conservatives,Theresa May,-1.0,,,,env,environment (general),773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,Pensioners to pay for May's social care U-turn,23/05/2017,"1,2",News,883.0,"The exact figure would be decided following a consultation after the election, she said.",actor-issue,Nat. executive/government,Conservatives,Theresa May,-1.0,,,,welfare,poverty,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),Troll Trump 'was wrong',07/06/2017,7,News,81.0,She believes politicians should put aside their differences in such circumstances.,actor-actor,Nat. executive/government,Conservatives,Theresa May,-1.0,Foreign executive/gov.,Republican Party,Donald Trump,not attachable,,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),'People don't realise what a risk Corbyn really is',27/04/2017,8,News,705.0,Corbyn's approach would be a recipe for paralysis and uncertainty ó and for Britain to get totally stiffed in the negotiations.,actor-actor,Nat. executive/government,Conservatives,Boris Johnson,-1.0,Nat. political party,Labour Party,Jeremy Corbyn,europe,widening,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,Parties' pledges all down to planning,01/06/2017,59,News,873.0,"The Tories intend to invest ¬£40 billion for transport improvements, plus the expansion of Heathrow and development of the shale industry.",actor-issue,Nat. political party,Conservatives,,1.0,,,,infra,transport,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),Gardens tax fears,30/05/2017,4,News,132.0,"Foreign Secretary Boris Johnson said last night: ""Jeremy Corbyn's Garden Tax will send tax bills soaring, house prices plummeting, plunge people into negative equity and force families to build over their back gardens.""",actor-actor,Nat. political party,Conservatives,Boris Johnson,-1.0,Nat. political party,Labour,Jeremy Corbyn,ecolib,budget tax,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,Grassroots rebellion after Tory chiefs impose candidates,03/05/2017,8,News,890.0,"They were not given a choice after deciding last Sunday to reject a two-person shortlist which featured Ms Robson and Dan Boucher, a former Welsh assembly candidate who lives in Swansea.",actor-actor,Subnat. political party,Conservatives,local activists in Wales and Midlands,-1.0,Nat. political party,Conservative Party,,not attachable,,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),ECO VAN MAN TO GET TAX BREAKS,04/05/2017,4,News,321.0,It will be on top of a scrappage scheme to compensate diesel drivers trading in old motors.,actor-issue,Nat. executive/government,Conservatives,,1.0,,,,env,environment (general),773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),ECO VAN MAN TO GET TAX BREAKS,04/05/2017,4,News,321.0,Sources claim the Government is desperate to protect motorists from the fall-out in its bid to slash emissions pollution.,actor-issue,Nat. executive/government,Conservatives,,1.0,,,,env,environment (general),773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),DRIVERS FAILED BY DIESEL SCRAPPAGE,06/05/2017,8,News,319.0,"He accused the Government of ""betraying hard-working families, white van drivers and small businesses"".",actor-issue,Nat. executive/government,Conservatives,,-1.0,,,,ecoreform,economic reform (general),773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),¬£13BN AID 'AXE',20/04/2017,2,News,261.0,"Tory MP Andrew Bridgen said recommitting to the target was ""unsustainable"".",actor-issue,Nat. political party,Conservatives,Andrew Bridgen,-1.0,,,,cultlib,international solidarity,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),¬£13BN AID 'AXE',20/04/2017,2,News,261.0,"Scottish Tory leader Ruth Davidson, speaking alongside Mr Gates last night, said the target would keep Britain a ""good, global citizen"".",actor-issue,Subnat. political party,Conservatives,Ruth Davidson,1.0,,,,cultlib,international solidarity,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,Means test for diesel scrappage,20/04/2017,4,News,264.0,"A diesel scrappage scheme could be means-tested to prevent middle-class motorists using public money to buy a new car, the transport minister suggested yesterday.",actor-issue,Nat. executive/government,Conservatives,John Hayes,1.0,,,,env,environment (general),773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,"Twitter must help fight terror, says May",27/04/2017,2,News,419.0,We are in talks with Twitter about getting access to this information.,actor-issue,Nat. executive/government,Conservatives,,-1.0,,,,cultlib,cultural liberalism (general),773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,May vows to cut tax for working families with VAT kept on hold,01/05/2017,"8,9",News,1064.0,"This prompted a warning from Dia Chakravarty, political director of the Taxpayers' Alliance, who said: ""It is deeply concerning that Mrs May is not ruling out the possibility of tax rises on an already highly taxed population.",actor-issue,Nat. executive/government,Conservatives,Theresa May,0.0,,,,ecolib,budget tax,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),YES I MIND,07/05/2017,2,News,327.0,It will come with changes to the Equalities Act to prevent workplace discrimination as part of a series of new measures.,actor-issue,Nat. political party,Conservatives,Theresa May,1.0,,,,welfare,health care,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),Theresa hints: I MAY soak rich,02/05/2017,8,News,641.0,"Speaking in Mawdesley, Lancs, Mrs May insisted she has been ""very clear"" she has no intention of increasing the overall level of tax.",actor-issue,Nat. executive/government,Conservatives,Theresa May,1.0,,,,ecolib,budget tax,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),MY ULTIMAYTUM,19/04/2017,"6,7",News,1237.0,"""Anybody who stands as Conservative candidate obviously will sign up to the manifesto.",actor-actor,Nat. executive/government,Conservatives,Theresa May,-1.0,Nat. political party,Conservative Party,pro-EU MPs,not attachable,,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),BLAIR SWITCH PROJECT,02/05/2017,"8,9",News,735.0,"If he is looking for a name for his new party, I suggest the Anti-British Party might be the most suitable, for his desire to see the PM fail in her negotiations with the EU .""",actor-actor,Nat. political party,Conservatives,Philip Davies,-1.0,Nat. executive/government,"PM, former",Tony Blair,europe,widening,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,May takes on the right with commitment to foreign aid,22/04/2017,"6,7",News,796.0,It is the first time since becoming prime minister that she has taken on that wing,actor-actor,Nat. executive/government,Conservatives,Theresa May,-1.0,Nat. political party,"Conservative Party, right wing",,cultlib,international solidarity,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,'Toxic' scheme to halt radicalisation will be beefed up,25/05/2017,"10,11",News,767.0,Toxic' scheme to halt radicalisation will be beefed up,actor-issue,Nat. political party,Conservatives,,1.0,,,,security,security (general),773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,Grassroots rebellion after Tory chiefs impose candidates,03/05/2017,8,News,890.0,"Ken Watts, the only Conservative on Bridgend council, said members felt ""very aggrieved"" that they had not been given the chance to consider a local candidate.",actor-actor,Subnat. political party,Conservatives,Ken Watts,1.0,Subnat. political party,Conservative Party,local activists in Wales and Midlands,not attachable,,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),'Disease risks for UK if aid slashed',21/04/2017,2,News,190.0,"As a global, outward-looking country we will continue to support the poorest people around the world.""",actor-issue,Nat. executive/government,Conservatives,,1.0,,,,cultlib,international solidarity,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Sun (English ed.),Troops in overseas aid guard,24/04/2017,2,News,165.0,BRITISH troops could run overseas aid programmes in fragile states under radical plans being drawn up by ministers.,actor-issue,Nat. executive/government,Conservatives,,1.0,,,,cultlib,international solidarity,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,"Twitter must help fight terror, says May",27/04/2017,2,News,419.0,The prime minister has piled pressure on Twitter to reverse its decision to stop the security services accessing data from tweets that they previously used to monitor terrorist support.,actor-issue,Nat. executive/government,Conservatives,Theresa May,1.0,,,,security,terrorism,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
United Kingdom,UK,UK_2017,2017.0,08/06/2017,parl,newspaper articles,The Times,Grassroots rebellion after Tory chiefs impose candidates,03/05/2017,8,News,890.0,"Ken Watts, the only Conservative on Bridgend council, said members felt ""very aggrieved"" that they had not been given the chance to consider a local candidate.",actor-actor,Subnat. political party,Conservatives,Ken Watts,-1.0,Nat. political party,Conservative Party,,not attachable,,773.0,Conservatives,Con,42.45,318.0,650.0,51620.0,418.0,1826620.0,1606.0,603.0,1101.0,5103.0,1101.0
