country,iso2code,country_year,year_election,election_date,election_type,source_type,source_name,title_art,date_art,page_art,section_art,words_art,sentence,type_cs,subject_function,subject_party,subject_individual,direction,object_function,object_party,object_individual,issue_cat,issue_subcat,party_id,party_name,party_name_short,vote_share,seats,seats_total,cmp,euprofiler,ees,castles_mair,huber_inglehart,ray,benoit_laver,chess
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Sun (English ed.),GEORGE: VOTE RECOVERY,29/04/2015,2,News,NA,called on voters to stick with the Tories,actor-issue,Nat. political party,Conservatives,"Osborne, George",-1,NA,,,ecolib,economic liberalism (general),773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Sun (English ed.),CAM'S 9M FREE CHILDCARE HOURS PLEDGE TO PARENTS,22/04/2015,2,News,NA,pledge to deliver nine million extra hours of childcare each week for free,actor-issue,Nat. political party,Conservatives,"Cameron, David",1,NA,,,welfare,family,773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1992,1992,09/04/1992,parl,newspaper articles,The Times,Clarke defends record,04/03/1992,.,National,NA,increase by 50%,actor-issue,NA,Conservatives,,0,NA,,,edu,education (general),773,Conservatives,Con,41.9,336,651,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2010,2010,06/05/2010,parl,newspaper articles,The Times,One-minute manifestos; Philip Collins analyses the opening statements,30/04/2010,11,NEWS,NA,Cameron: First we have to reward work and tackle welfare dependency,actor-issue,Nat. political party,Conservatives,"Cameron, David",1,NA,,,ecolib,economic liberalism (general),773,Conservatives,Con,36.1,307,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Sun (English ed.),Greens' football penalty,19/04/2015,24,News,NA,nanny-state nonsense,actor-actor,Nat. political party,Conservatives,"Crouch, Tracey",-1,Nat. political party,Greens,,defense,peace,773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2017,2017,08/06/2017,parl,newspaper articles,The Times,Pledge to act against non-violent Islamists surprises Tory figures,07/06/2017,13,News,649,The prime minister signalled her determination to tackle non-violent extremism on Sunday after the London Bridge attacks.,actor-issue,Nat. political party,Conservatives,Theresa May,1,NA,,,security,terrorism,773,Conservatives,Con,42.45,318,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2010,2010,06/05/2010,parl,newspaper articles,The Sun (English ed.),Getting us out of this mess will take more than a nice haircut,01/05/2010,Pg. 11,FEATURES,NA,promising,actor-issue,Nat. political party,Conservatives,"Cameron, David",1,NA,,,welfare,health care,773,Conservatives,Con,36.1,307,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1997,1997,01/05/1997,parl,newspaper articles,The Sun (English ed.),Norma lashes,21/04/1997,.,National,NA,wrecked re-election chances,actor-actor,NA,Conservatives,,-1,NA,,,not attachable,NA,773,Conservatives,Con,30.7,165,659,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1997,1997,01/05/1997,parl,newspaper articles,The Times,Labour plan,23/04/1997,.,National,NA,will attack Labours devolution plans,actor-actor,NA,Conservatives,,-1,NA,,,not attachable,NA,773,Conservatives,Con,30.7,165,659,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Times,Party priorities,30/03/2015,2.3,Features,NA,"indicators on unemployment, inflation and average earnings working in their favour",actor-issue,Nat. public interest org.,Conservatives,"Osborne, George",0,NA,,,ecolib,economic liberalism (general),773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1974,1974,28/02/1974,parl,newspaper articles,The Times,Sir Alec attacks,25/02/1974,.,National,NA,attackiert,actor-actor,NA,Conservatives,,-1,NA,,,not attachable,NA,773,Conservatives,Con,38,297,635,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2017,2017,08/06/2017,parl,newspaper articles,The Times,May accused of dodging TV showdowns,19/04/2017,5,News,994,"""They're not going to happen,"" a No 10 source said.",actor-issue,Nat. executive/government,Conservatives,Theresa May,NA,NA,,,not attachable,NA,773,Conservatives,Con,42.45,318,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2017,2017,08/06/2017,parl,newspaper articles,The Sun (English ed.),100 TROOPS FOR KABUL,11/05/2017,9,News,112,The decision is her first military deployment in ten months as PM.,actor-issue,Nat. political party,Conservatives,Theresa May,-1,NA,,,defense,military intervention,773,Conservatives,Con,42.45,318,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2010,2010,06/05/2010,parl,newspaper articles,The Sun (English ed.),Runway scheme in tatters,27/03/2010,Pg. 2,NEWS,NA,Cameron: This policy is in tatters,actor-issue,Nat. political party,Conservatives,"Cameron, David",1,NA,,,infra,infrastructure (general),773,Conservatives,Con,36.1,307,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2017,2017,08/06/2017,parl,newspaper articles,The Times,Johnson upsets Rudd with MI5 criticism,07/06/2017,13,News,338,Johnson upsets Rudd with MI5 criticism,actor-actor,Nat. executive/government,Conservatives,Amber Rudd,-1,Nat. executive/government,Conservatives,Boris Johnson,security,policing,773,Conservatives,Con,42.45,318,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2010,2010,06/05/2010,parl,newspaper articles,The Sun (English ed.),I had that MP in the back of my cash...; MEET GRANT..SUN CABBIE WHO WILL GRILL PARTIES DURING 2010 POLL,08/04/2010,"Pg. 40,41",NEWS,NA,Harriet Harman: It was under the Tories that a lot of schools had leaking roofs and not enough teachers and an endless stream of supply teachers,actor-issue,Nat. political party,Conservatives,,-1,NA,,,edu,education (general),773,Conservatives,Con,36.1,307,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1992,1992,09/04/1992,parl,newspaper ads,The Sun (English ed.),,02/04/1992,.,Weiss nicht,NA,more people treated,actor-issue,NA,Conservatives,,1,NA,,,welfare,health care,773,Conservatives,Con,41.9,336,651,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2010,2010,06/05/2010,parl,newspaper articles,The Times,"We promise you more control over schools, police and MPs, say Tories",13/04/2010,"Pg. 8,9",NEWS,NA,a right to sack your MP through a recall mechanism,actor-issue,Nat. political party,Conservatives,,1,NA,,,cultlib,cultural liberalism (general),773,Conservatives,Con,36.1,307,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2017,2017,08/06/2017,parl,newspaper articles,The Sun (English ed.),Gardens tax fears,30/05/2017,4,News,132,"Foreign Secretary Boris Johnson said last night: ""Jeremy Corbyn's Garden Tax will send tax bills soaring, house prices plummeting, plunge people into negative equity and force families to build over their back gardens.""",actor-issue,Nat. political party,Conservatives,Boris Johnson,1,NA,,,ecolib,budget tax,773,Conservatives,Con,42.45,318,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2017,2017,08/06/2017,parl,newspaper articles,The Sun (English ed.),'No rise in Van Man tax' clue,04/05/2017,17,News,119,On Sunday the PM ruled out a VAT rise but refused to make a similar pledge on income taxes.,actor-issue,Nat. executive/government,Conservatives,Theresa May,-1,NA,,,ecolib,budget tax,773,Conservatives,Con,42.45,318,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2017,2017,08/06/2017,parl,newspaper articles,The Sun (English ed.),Â£8bn BOOST FOR NHS,19/05/2017,11,News,160,"It will get the cash in real terms over the next five years, the Tories pledged.",actor-issue,Nat. political party,Conservatives,,1,NA,,,welfare,health care,773,Conservatives,Con,42.45,318,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2005,2005,05/05/2005,parl,newspaper articles,The Times,How they compare,17/04/2005,26,Politik/Wahlen,NA,spent less than Labour,actor-issue,NA,Conservatives,,1,NA,,,ecolib,budget other,773,Conservatives,Con,32.4,198,646,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1997,1997,01/05/1997,parl,newspaper articles,The Sun (English ed.),Major told,08/03/1997,.,National,NA,time to get out soapbox,actor-actor,NA,Conservatives,,-1,NA,,,not attachable,NA,773,Conservatives,Con,30.7,165,659,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2017,2017,08/06/2017,parl,newspaper articles,The Sun (English ed.),Â£8bn BOOST FOR NHS,19/05/2017,11,News,160,"A commitment to recruit up to 10,000 more mental health professionals by 2020 was also promised yesterday along with ""the most ambitious programme of investment in buildings and technology the NHS has ever seen"".",actor-issue,Nat. political party,Conservatives,,1,NA,,,welfare,health care,773,Conservatives,Con,42.45,318,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1997,1997,01/05/1997,parl,newspaper articles,The Sun (English ed.),Poster blitz,05/03/1997,.,National,NA,poster blitz on spending,actor-actor,NA,Conservatives,,-1,NA,,,not attachable,NA,773,Conservatives,Con,30.7,165,659,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Sun (English ed.),IT'S UP TO EU,30/04/2015,6.7,News,NA,give the British people their say in an in-out referendum,actor-issue,Nat. political party,Conservatives,"Osborne, George",-1,NA,,,europe,deepening (general),773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1997,1997,01/05/1997,parl,newspaper articles,The Sun (English ed.),Rage over,10/03/1997,.,National,NA,anti-Brussels stance sparked by hostility to foreigners,actor-issue,NA,Conservatives,,-1,NA,,,europe,deepening (general),773,Conservatives,Con,30.7,165,659,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1992,1992,09/04/1992,parl,newspaper articles,The Times,Ministers to climb down,10/02/1992,.,National,NA,rechtliche Hilfestellung nicht gestrichen,actor-issue,NA,Conservatives,,1,NA,,,immig,integration,773,Conservatives,Con,41.9,336,651,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2010,2010,06/05/2010,parl,newspaper articles,The Times,Father confronts Cameron over schooling for disabled,28/04/2010,Pg. 7,NEWS,NA,Cameron: I absolutely promise that I never would do anything to make it more difficult for children to go to a mainstream school,actor-issue,Nat. political party,Conservatives,"Cameron, David",1,NA,,,edu,primary education,773,Conservatives,Con,36.1,307,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2005,2005,05/05/2005,parl,newspaper articles,The Sun (English ed.),Bring in poll observers',06/04/2005,29,,NA,election observers should be deployed,actor-actor,NA,Conservatives,,-1,NA,,,not attachable,NA,773,Conservatives,Con,32.4,198,646,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Times,Inquiry at sect schools that banned books,18/03/2015,7,News,NA,David Cameron has pledged to open another 500 schools in England,actor-issue,Nat. political party,Conservatives,"Cameron, David",1,NA,,,edu,education (general),773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Times,"Give us a new grammar school now, Tories urged",09/03/2015,"8,9",News,NA,"Give us a new grammar school now, Tories urged",actor-issue,Nat. political party,Conservatives,,1,NA,,,edu,education (general),773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1992,1992,09/04/1992,parl,newspaper articles,The Sun (English ed.),Baker cracks,03/03/1992,.,National,NA,cracks down on,actor-issue,NA,Conservatives,,-1,NA,,,immig,immigration,773,Conservatives,Con,41.9,336,651,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Sun (English ed.),MED FURY,25/04/2015,6,News,NA,Libya had become a haven for people smugglers,actor-issue,Nat. political party,Conservatives,"Cameron, David",1,NA,,,defense,military intervention,773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Times,Tories freeze rail fares as Labour edges ahead,10/04/2015,"1,2",News,NA,fares will be frozen,actor-issue,Nat. political party,Conservatives,,-1,NA,,,ecolib,economic liberalism (general),773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1997,1997,01/05/1997,parl,newspaper articles,The Times,Conservatives,17/03/1997,.,National,NA,no new road building apart from motorway upgrading,actor-issue,NA,Conservatives,,0.5,NA,,,infra,transport,773,Conservatives,Con,30.7,165,659,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2017,2017,08/06/2017,parl,newspaper articles,The Sun (English ed.),BLUE MURDER,19/04/2017,"1,2",News,584,"She said she is going to the country after pro-EU MPs vowed to torpedo key Brexit laws — accusing them of ""trying to stop us every step of the way"".",actor-actor,Nat. executive/government,Conservatives,Theresa May,-1,Nat. executive/government,British Parliament,pro-EU MPs,europe,widening,773,Conservatives,Con,42.45,318,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1992,1992,09/04/1992,parl,newspaper articles,The Sun (English ed.),Major backs,10/02/1992,.,National,NA,will create,actor-issue,NA,Conservatives,,1,NA,,,cultlib,drug policy,773,Conservatives,Con,41.9,336,651,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2005,2005,05/05/2005,parl,newspaper articles,The Times,Up close and personal,26/04/2005,27,Politik/Wahlen,NA,conflict is personal,actor-actor,NA,Conservatives,,-1,NA,,,not attachable,NA,773,Conservatives,Con,32.4,198,646,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2017,2017,08/06/2017,parl,newspaper articles,The Sun (English ed.),EUR HAVING A LAUGH,30/05/2017,2,News,273,"In a critical speech, Mrs May will say the ""aggressive negotiating position"" shows why voters should pick her and not Jeremy Corbyn to represent Britain in the talks.",actor-actor,Nat. executive/government,Conservatives,Theresa May,-1,Nat. political party,Labour Party,Jeremy Corbyn,europe,widening,773,Conservatives,Con,42.45,318,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1997,1997,01/05/1997,parl,newspaper articles,The Times,Conservatives,17/03/1997,.,National,NA,"examine links between traffic growths, transport investment and economic growths",actor-issue,NA,Conservatives,,1,NA,,,infra,infrastructure (general),773,Conservatives,Con,30.7,165,659,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2017,2017,08/06/2017,parl,newspaper articles,The Sun (English ed.),BONKERS AID,21/05/2017,"16,17",News,851,"She said: ""Frankly, some of it was just plain bonkers. It's the kind of stuff that keeps me awake at night.",actor-issue,Nat. political party,Conservatives,Priti Patel,-1,NA,,,cultlib,international solidarity,773,Conservatives,Con,42.45,318,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1992,1992,09/04/1992,parl,newspaper articles,The Times,Tories hint at tax,24/02/1992,.,Titelseite,NA,weist zur<fc>ck,actor-actor,NA,Conservatives,,-1,NA,,,not attachable,NA,773,Conservatives,Con,41.9,336,651,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1997,1997,01/05/1997,parl,newspaper articles,The Times,Rifkind threatens,26/03/1997,.,National,NA,plans to block new treaty,actor-issue,NA,Conservatives,,-1,NA,,,europe,deepening (general),773,Conservatives,Con,30.7,165,659,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Times,Poll row over HSBC threat to quit City,25/04/2015,4,News,NA,Osborne said that the bussiness world was fearful of a Labour government,actor-actor,Nat. executive/government,Conservatives,"Osborne, George",-1,Nat. political party,Labour,,not attachable,NA,773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1992,1992,09/04/1992,parl,newspaper articles,The Sun (English ed.),Drugs,19/03/1992,.,National,NA,crackdown,actor-issue,NA,Conservatives,,1,NA,,,security,law and order,773,Conservatives,Con,41.9,336,651,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1997,1997,01/05/1997,parl,newspaper articles,The Times,Two ministers,16/04/1997,.,Titelseite,NA,opposition to monetary union,actor-issue,NA,Conservatives,,-1,NA,,,euro,euro,773,Conservatives,Con,30.7,165,659,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Sun (English ed.),WELL HUNG,07/05/2015,1,News; Front Page,NA,David Cameron told voters (<c9>) to save Britain from economic mayhem,actor-issue,Nat. executive/government,Conservatives,"Cameron, David",-1,NA,,,not attachable,NA,773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2017,2017,08/06/2017,parl,newspaper articles,The Sun (English ed.),CAM-FISTED,12/05/2017,2,News,308,Ukip is never more necessary than today to ensure Tories are,actor-issue,Nat. political party,Conservatives,,1,NA,,,europe,widening,773,Conservatives,Con,42.45,318,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1997,1997,01/05/1997,parl,newspaper articles,The Sun (English ed.),Redwood defies,24/03/1997,.,Titelseite,NA,election truce on,actor-issue,NA,Conservatives,,0,NA,,,euro,euro,773,Conservatives,Con,30.7,165,659,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2010,2010,06/05/2010,parl,newspaper articles,The Sun (English ed.),Fire up the power station ...it's time for change; ECECTION 2010: CAM WILL PUT VOTERS IN CHARGE,14/04/2010,"Pg. 6,7",NEWS,NA,promises,actor-issue,Nat. political party,Conservatives,"Cameron, David",-1,NA,,,immig,immigration,773,Conservatives,Con,36.1,307,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1997,1997,01/05/1997,parl,newspaper articles,The Times,Cabinet lets Eurosceptics,12/04/1997,.,Titelseite,NA,joined list of those saying Britain must keep pound,actor-issue,NA,Conservatives,,-1,NA,,,euro,euro,773,Conservatives,Con,30.7,165,659,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1997,1997,01/05/1997,parl,newspaper ads,The Times,,29/04/1997,.,Weiss nicht,NA,are ruling out,actor-issue,NA,Conservatives,,-1,NA,,,euro,euro,773,Conservatives,Con,30.7,165,659,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2010,2010,06/05/2010,parl,newspaper articles,The Times,"It's not about class, it's about the classroom, says Gove",06/03/2010,"Pg. 38,39",NEWS,NA,You could have successful schools taking over failing schools,actor-issue,Nat. political party,Conservatives,,1,NA,,,ecolib,enterprises,773,Conservatives,Con,36.1,307,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2010,2010,06/05/2010,parl,newspaper articles,The Sun (English ed.),STEEL v RUST; SUN JOINS TORY LEADER'S MARCH TO No 10 Cam hits back at Mandy plastic' jibe It's Labour decay or our modern way,07/04/2010,"Pg. 4,5",NEWS,NA,"Cameron: That's controlling immigration, being tough on crime, delivering the great public services of good hospitals and good schools",actor-issue,Nat. political party,Conservatives,"Cameron, David",-1,NA,,,immig,immigration,773,Conservatives,Con,36.1,307,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1974,1974,28/02/1974,parl,newspaper articles,The Sun (English ed.),Wilson must oust,31/01/1974,.,National,NA,muss Linke loswerden,actor-actor,NA,Conservatives,,-1,NA,,,not attachable,NA,773,Conservatives,Con,38,297,635,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Sun (English ed.),HAPPY EVER GRAFTER,15/04/2015,1,News; Front Page,NA,Cam boost for workers,actor-issue,Nat. political party,Conservatives,"Cameron, David",-1,NA,,,ecolib,labour market,773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2005,2005,05/05/2005,parl,newspaper articles,The Sun (English ed.),Pm in abortion plea,16/03/2005,2,,NA,pleas with,actor-actor,NA,Conservatives,,-1,NA,,,not attachable,NA,773,Conservatives,Con,32.4,198,646,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2010,2010,06/05/2010,parl,newspaper articles,The Sun (English ed.),"PROBE INTO NHS 'WRONG ORGANS' DONOR SCANDAL; Shock records blunder hits 800,000",12/04/2010,Pg. 11,NEWS,NA,demanded full inquiry,actor-issue,Nat. political party,Conservatives,"Lansley, Andrew",1,NA,,,welfare,health care,773,Conservatives,Con,36.1,307,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Sun (English ed.),BORIS SHIFT TO GREENS,07/03/2015,4,News,NA,Boris Johnson makes a point of polishing off all his Greens,actor-actor,Nat. political party,Conservatives,"Johnson, Boris",-1,Nat. political party,The Greens,,not attachable,NA,773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2017,2017,08/06/2017,parl,newspaper articles,The Times,Defeat looms as Welsh desert Labour,25/04/2017,8,News,614,This election is not about the kind of tribal politics that has held sway in Wales and elsewhere for many years,actor-issue,Nat. executive/government,Conservatives,Theresa May,NA,NA,,,not attachable,NA,773,Conservatives,Con,42.45,318,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2010,2010,06/05/2010,parl,newspaper articles,The Times,Osborne finds a political weapon - but it could blow up in his face,29/03/2010,Pg. 6,NEWS,NA,Mr Osborne's tax cut,actor-issue,Nat. political party,Conservatives,"Osborne, George",1,NA,,,welfare,redistributive taxes,773,Conservatives,Con,36.1,307,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1992,1992,09/04/1992,parl,newspaper ads,The Sun (English ed.),,06/04/1992,.,Weiss nicht,NA,where low taxes,actor-issue,NA,Conservatives,,1,NA,,,ecolib,budget tax,773,Conservatives,Con,41.9,336,651,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1992,1992,09/04/1992,parl,newspaper articles,The Sun (English ed.),Fags,11/03/1992,.,National,NA,slapped rise on cigarettes,actor-issue,NA,Conservatives,,-1,NA,,,ecolib,budget tax,773,Conservatives,Con,41.9,336,651,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Times,Cameron spikes Labour guns with surprise pledge to leave VAT rate alone,26/03/2015,8,News,NA,Led his attach with a demand,actor-issue,Nat. political party,Conservatives,"Cameron, David",-1,NA,,,welfare,redistributive taxes,773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2001,2001,07/06/2001,parl,newspaper articles,The Sun (English ed.),Taxes,11/05/2001,.,National,NA,tax abolished on savings below 40 p,actor-issue,NA,Conservatives,,-1,NA,,,welfare,redistributive taxes,773,Conservatives,Con,31.7,166,659,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1997,1997,01/05/1997,parl,newspaper articles,The Times,Conservatives,17/03/1997,.,National,NA,no new road building apart from bypass schemes,actor-issue,NA,Conservatives,,0.5,NA,,,infra,transport,773,Conservatives,Con,30.7,165,659,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1997,1997,01/05/1997,parl,newspaper articles,The Sun (English ed.),Pensions,03/04/1997,.,National,NA,ensure that nobody emters old age in poverty,actor-issue,NA,Conservatives,,1,NA,,,welfare,poverty,773,Conservatives,Con,30.7,165,659,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2005,2005,05/05/2005,parl,newspaper articles,The Sun (English ed.),I<b4>ll fight to stay as MP,26/03/2005,2,,NA,warns of civil war,actor-actor,NA,Conservatives,,-1,NA,,,not attachable,NA,773,Conservatives,Con,32.4,198,646,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1974,1974,28/02/1974,parl,newspaper articles,The Sun (English ed.),Carr in quiz,25/01/1974,.,National,NA,in quiz,actor-issue,NA,Conservatives,,0,NA,,,security,security (general),773,Conservatives,Con,38,297,635,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Times,Cameron boasts that tax cuts will make 14 million households richer,06/04/2015,6,News,NA,attack on Labour's spending plans,actor-actor,Nat. political party,Conservatives,"Cameron, David",-1,Nat. political party,Labour party,,ecolib,economic liberalism (general),773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1997,1997,01/05/1997,parl,newspaper articles,The Times,Conservatives,17/03/1997,.,National,NA,money focus on improving network,actor-issue,NA,Conservatives,,1,NA,,,infra,transport,773,Conservatives,Con,30.7,165,659,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2017,2017,08/06/2017,parl,newspaper articles,The Sun (English ed.),100 TROOPS FOR KABUL,11/05/2017,9,News,112,Theresa May agreed to the plea by Nato boss Jens Stoltenburg during talks in No 10 yesterday.,actor-actor,Nat. political party,Conservatives,Theresa May,1,International org.,NATO,Jens Stoltenburg,defense,military intervention,773,Conservatives,Con,42.45,318,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1974,1974,28/02/1974,parl,newspaper articles,The Sun (English ed.),Prior hands out,31/12/1973,.,National,NA,unbedingt n<f6>tig,actor-issue,NA,Conservatives,,1,NA,,,ecolib,economic liberalism (general),773,Conservatives,Con,38,297,635,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_1997,1997,01/05/1997,parl,newspaper articles,The Sun (English ed.),Maggie fury,09/04/1997,.,National,NA,story is complete nonsense,actor-actor,NA,Conservatives,,-1,NA,,,not attachable,NA,773,Conservatives,Con,30.7,165,659,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2017,2017,08/06/2017,parl,newspaper articles,The Times,Pensioners to pay for May's social care U-turn,23/05/2017,"1,2",News,883,Prime minister announces cap on costs as poll ratings fall,actor-issue,Nat. executive/government,Conservatives,Theresa May,-1,NA,,,welfare,poverty,773,Conservatives,Con,42.45,318,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2001,2001,07/06/2001,parl,newspaper articles,The Times,Blockbuster appeal on telly,23/05/2001,.,National,NA,"economic disaster - coming to a home, hospital, school and business near you",actor-issue,NA,Conservatives,,-1,NA,,,welfare,health care,773,Conservatives,Con,31.7,166,659,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2015,2015,07/05/2015,parl,newspaper articles,The Sun (English ed.),THEY'RE ED OVER HEELS,18/04/2015,2,News,NA,would mean more borrowing and more taxes and you would pay,actor-actor,Nat. political party,Conservatives,"Cameron, David",-1,Nat. political party,Labour,"Miliband, Ed",not attachable,NA,773,Conservatives,Con,36.93,331,650,51620,418,1826620,1606,603,1101,5103,1101
United Kingdom,UK,UK_2010,2010,06/05/2010,parl,newspaper articles,The Times,Grayling gives up plan to block police retention of DNA samples - for now,08/04/2010,Pg. 9,NEWS,NA,Grayling gives up plans for to block police retention of DNA samples,actor-issue,Nat. political party,Conservatives,"Grayling, Chris",1,NA,,,security,policing,773,Conservatives,Con,36.1,307,650,51620,418,1826620,1606,603,1101,5103,1101
